"Income" "Loan" "Default" "Age" "Gender" "Education" "Children" "Employment" "Adress" "Phone" "Customer" "Term" "Limit"
32.394 11.593 0 38 "F" "H" 2 48 153 "Y" "E" 24 11.513
32.404 11.271 0 25 "F" "H" 1 24 20 "N" "N" 24 10.401
32.414 11.935 0 21 "M" "N" 0 9 78 "Y" "N" 24 11.775
32.424 11.401 0 52 "F" "M" 0 88 317 "Y" "N" 24 11.002
32.434 11.664 1 22 "M" "M" 0 23 123 "Y" "N" 24 10.309
32.444 11.473 0 48 "M" "M" 0 10 200 "Y" "N" 24 12.206
32.454 10.511 0 47 "F" "H" 2 53 23 "Y" "N" 24 11.002
32.464 11.006 0 35 "F" "H" 1 43 131 "Y" "N" 24 11.513
32.474 11.291 0 44 "M" "H" 3 12 192 "Y" "N" 24 12.612
32.484 11.492 1 49 "F" "M" 2 142 216 "Y" "N" 24 12.206
32.494 10.721 0 26 "F" "H" 0 7 264 "Y" "N" 24 11.39
32.505 11.715 0 56 "M" "S" 2 6 240 "Y" "N" 24 10.597
32.515 11.247 1 24 "M" "H" 0 22 10 "Y" "N" 24 11.775
32.525 11.205 1 24 "M" "M" 0 26 12 "Y" "N" 24 10.82
32.535 10.967 1 45 "M" "M" 0 98 49 "Y" "N" 24 12.899
32.545 11 0 27 "F" "M" 0 20 6 "Y" "N" 24 11.408
32.555 11.456 1 33 "F" "S" 0 36 36 "Y" "N" 24 11.408
32.565 11.594 0 53 "F" "M" 2 408 253 "Y" "N" 24 12.206
32.575 10.814 0 50 "F" "H" 1 51 540 "Y" "N" 24 11.408
32.585 11.145 0 22 "M" "N" 0 24 204 "Y" "E" 24 11.918
32.595 11.609 0 21 "M" "H" 0 24 262 "Y" "E" 24 11.918
32.605 11.315 0 40 "M" "H" 1 11 136 "Y" "N" 24 12.766
32.615 12.103 0 47 "F" "M" 2 10 420 "Y" "N" 24 11.805
32.625 11.83 0 53 "F" "M" 1 158 372 "Y" "N" 24 11.389
32.635 11.637 0 38 "F" "H" 0 16 60 "Y" "N" 24 12.206
32.645 11.463 0 53 "M" "N" 2 75 69 "Y" "N" 24 11.918
32.655 11.547 0 40 "F" "N" 1 42 5 "Y" "N" 24 11.695
32.665 11.254 0 27 "F" "M" 0 37 51 "N" "N" 24 11.082
32.675 11.657 0 44 "F" "H" 0 22 30 "Y" "N" 24 12.429
32.685 11.915 1 53 "M" "H" 2 29 48 "Y" "N" 24 12.899
32.695 11.799 0 41 "M" "N" 0 14 14 "Y" "N" 24 11.002
32.705 11.232 0 55 "M" "H" 5 108 48 "N" "N" 24 12.612
32.715 10.993 0 32 "F" "H" 0 134 36 "Y" "N" 24 12.183
32.725 11.448 0 35 "F" "M" 0 20 228 "Y" "N" 24 10.463
32.735 11.616 0 31 "M" "M" 0 30 324 "Y" "N" 24 11.918
32.745 11.891 0 21 "F" "M" 0 39 108 "Y" "N" 24 10.589
32.755 11.093 0 25 "F" "M" 0 6 192 "Y" "E" 24 12.044
32.765 11.601 0 41 "F" "M" 1 74 162 "Y" "E" 24 11.513
32.775 11.564 0 36 "F" "H" 1 131 83 "Y" "N" 24 12.705
32.785 11.854 0 53 "F" "M" 0 57 27 "Y" "N" 24 12.578
32.795 11.49 1 48 "M" "H" 2 37 108 "Y" "E" 24 12.206
32.805 11.394 0 30 "F" "H" 1 21 120 "Y" "N" 24 12.206
32.815 11.16 0 30 "F" "H" 0 35 164 "Y" "E" 24 10.82
32.825 11.351 0 55 "M" "M" 1 5 76 "N" "E" 24 11.513
34.798 11.905 0 28 "M" "H" 1 23 24 "Y" "N" 24 8.7
32.835 11.4 0 27 "F" "S" 0 5 131 "Y" "N" 24 11.513
32.845 12.216 0 37 "M" "M" 0 83 29 "Y" "N" 24 10.127
32.855 12.248 0 37 "F" "H" 1 36 252 "Y" "N" 24 11.513
32.865 11.466 0 33 "F" "M" 1 8 25 "Y" "N" 24 10.164
32.875 11.206 0 27 "F" "M" 0 24 15 "Y" "N" 24 10.309
32.885 10.929 0 37 "F" "H" 2 42 41 "Y" "E" 24 12.899
32.895 11.678 0 42 "F" "M" 1 240 157 "Y" "N" 24 11.513
32.905 11.199 0 32 "F" "M" 0 172 360 "Y" "N" 24 10.463
32.915 12.214 0 34 "M" "H" 1 23 123 "Y" "N" 24 10.714
32.925 11.266 0 26 "F" "H" 1 28 35 "Y" "N" 24 11.513
32.935 11.567 0 23 "F" "M" 0 74 96 "Y" "N" 24 11.156
32.945 12.679 0 40 "F" "H" 0 10 95 "Y" "N" 24 10.714
32.955 11.206 0 34 "F" "N" 0 19 54 "Y" "N" 24 10.597
32.965 11.634 0 38 "M" "H" 2 119 51 "Y" "N" 24 12.899
32.975 11.212 1 51 "M" "M" 2 66 12 "Y" "N" 24 10.127
32.985 11.651 0 21 "M" "N" 0 41 17 "Y" "N" 24 11.797
32.995 11.287 0 23 "M" "H" 0 52 60 "Y" "N" 24 11.513
39.614 9.903 0 25 "M" "N" 0 11 3 "N" "N" 24 9.903
33.005 11.574 0 41 "F" "H" 2 39 108 "Y" "N" 24 11.408
33.015 11.465 1 32 "F" "M" 1 9 84 "Y" "N" 24 11.513
33.025 11.201 1 24 "M" "M" 1 48 216 "Y" "N" 24 10.463
33.035 11.562 0 34 "F" "H" 2 95 171 "Y" "N" 24 11.156
33.045 11.859 0 27 "M" "H" 0 4 60 "Y" "N" 24 11.695
39.614 9.903 0 27 "F" "H" 0 59 12 "N" "E" 24 9.903
33.055 12.042 0 36 "F" "M" 1 33 88 "Y" "N" 24 10.82
33.065 11.154 0 36 "M" "H" 2 68 11 "Y" "N" 24 11.918
33.075 11.494 1 37 "F" "H" 1 94 60 "Y" "N" 24 11.002
33.085 11.919 0 39 "F" "M" 0 60 240 "Y" "N" 24 10.82
33.095 11.24 0 47 "M" "H" 0 8 252 "Y" "N" 24 11.29
33.105 10.818 0 25 "F" "N" 0 67 265 "Y" "N" 24 10.463
33.115 11.298 0 22 "M" "M" 0 36 72 "Y" "N" 24 10.309
33.125 11.291 0 39 "F" "H" 2 9 276 "Y" "N" 24 11.513
33.135 11.598 0 34 "F" "M" 1 71 60 "Y" "N" 24 10.82
33.145 11.465 1 53 "F" "N" 3 84 312 "N" "N" 24 12.899
33.155 11.658 0 24 "M" "M" 0 14 216 "Y" "N" 24 11.002
33.165 11.465 0 48 "M" "H" 2 5 232 "Y" "N" 24 11.002
33.175 11.706 1 32 "M" "M" 0 28 1 "Y" "N" 24 11.983
33.185 11.486 0 21 "F" "M" 0 23 180 "N" "N" 24 10.463
33.195 11.956 0 52 "M" "M" 2 70 328 "Y" "N" 24 10.82
33.205 11.38 1 24 "F" "H" 0 11 12 "Y" "N" 24 11.918
33.215 11.691 0 33 "F" "H" 1 41 183 "N" "N" 24 10.309
33.225 11.341 0 37 "F" "H" 1 17 29 "Y" "N" 24 12.899
33.235 11.671 0 38 "F" "H" 2 37 80 "Y" "N" 24 10.915
33.245 11.597 0 23 "F" "M" 0 13 23 "Y" "N" 24 11.918
33.255 11.108 1 32 "F" "M" 0 3 120 "Y" "N" 24 10.82
33.265 11.573 0 36 "M" "H" 0 92 420 "Y" "N" 24 10.82
33.275 11.973 1 33 "F" "M" 2 11 120 "Y" "N" 24 12.006
33.285 11.826 0 31 "F" "M" 1 44 120 "Y" "E" 24 11.695
33.295 11.667 0 22 "F" "H" 0 11 76 "Y" "N" 24 10.309
33.305 11.269 0 36 "F" "M" 1 176 124 "Y" "N" 24 10.463
33.315 11.98 0 30 "F" "N" 1 31 139 "Y" "N" 24 11.29
33.325 11.655 1 45 "M" "H" 0 24 324 "Y" "N" 24 11.918
33.335 11.498 0 49 "F" "H" 1 24 84 "Y" "N" 24 10.309
33.345 12.129 1 42 "M" "N" 2 36 195 "Y" "N" 24 11.513
33.355 11.408 0 23 "M" "H" 0 15 285 "Y" "N" 24 11.513
33.365 11.732 0 48 "F" "H" 1 49 50 "Y" "N" 24 11.775
33.375 12.028 0 44 "M" "M" 0 8 138 "Y" "N" 24 12.206
33.385 11.827 0 26 "F" "N" 2 32 36 "Y" "N" 24 11.918
33.395 11.557 0 30 "F" "H" 1 39 268 "Y" "N" 24 11.695
33.405 11.526 0 37 "M" "H" 2 70 96 "Y" "N" 24 11.29
33.415 11.76 0 25 "F" "S" 0 25 12 "Y" "N" 24 11.695
33.425 11.81 0 32 "F" "M" 0 59 112 "N" "N" 24 10.82
33.435 11.664 0 31 "M" "N" 0 6 29 "Y" "E" 24 12.206
33.445 12.057 0 53 "M" "H" 2 82 120 "N" "N" 24 11.396
33.455 11.644 0 33 "M" "H" 2 6 60 "Y" "N" 24 12.899
33.465 11.456 0 23 "F" "N" 0 9 147 "Y" "N" 24 10.597
33.475 11.83 0 34 "F" "H" 1 18 72 "Y" "N" 24 12.224
33.485 11.011 0 37 "M" "H" 1 47 48 "Y" "N" 24 10.82
33.495 11.791 0 33 "F" "H" 2 3 48 "Y" "N" 24 10.82
33.506 11.825 0 28 "F" "N" 0 6 240 "N" "N" 24 10.82
33.516 11.611 0 39 "M" "H" 1 67 91 "Y" "N" 24 11.278
33.526 11.346 0 38 "F" "H" 1 11 142 "Y" "N" 24 11.156
33.536 11.565 0 24 "M" "M" 0 16 264 "Y" "N" 24 11.902
33.546 12.151 0 45 "M" "H" 3 38 63 "Y" "N" 24 11.695
33.556 11.466 0 27 "M" "M" 0 3 133 "Y" "N" 24 12.899
33.566 10.992 0 41 "F" "H" 1 7 51 "Y" "N" 24 10.82
33.576 11.938 0 47 "F" "H" 2 146 146 "Y" "N" 24 11.918
33.586 11.546 0 22 "M" "H" 0 16 101 "N" "E" 24 10.82
33.596 11.546 1 52 "F" "H" 0 266 120 "N" "N" 24 10.8
33.606 11.337 1 33 "M" "H" 0 96 210 "Y" "E" 24 11.513
33.616 11.697 0 24 "M" "M" 0 3 8 "Y" "N" 24 10.714
33.626 11.917 0 50 "M" "H" 3 22 258 "Y" "E" 24 11.002
38.463 12.821 0 44 "M" "H" 0 128 55 "N" "N" 24 9.616
33.636 11.533 0 28 "F" "N" 1 17 252 "Y" "N" 24 11.695
33.646 11.529 0 45 "M" "H" 2 183 78 "Y" "E" 24 11.941
33.656 12.043 0 58 "M" "M" 2 178 180 "Y" "N" 24 10.82
33.666 11.642 0 29 "M" "M" 0 14 119 "N" "N" 24 10.82
33.676 11.671 0 32 "F" "N" 1 48 70 "Y" "N" 24 10.82
33.686 11.534 0 32 "M" "H" 1 12 4 "Y" "E" 24 10.82
53.725 13.592 0 53 "M" "H" 2 180 205 "Y" "N" 24 13.441
36.113 12.416 0 50 "M" "H" 2 3 456 "Y" "N" 24 9.028
38.463 9.616 0 48 "F" "M" 3 327 271 "N" "N" 24 9.616
33.696 11.994 0 28 "F" "M" 1 24 108 "Y" "N" 24 10.82
33.706 11.428 1 33 "F" "M" 2 71 65 "Y" "N" 24 11.513
33.716 11.984 0 22 "M" "H" 0 18 72 "Y" "N" 24 10.82
33.726 11.973 0 28 "F" "S" 0 15 21 "Y" "N" 24 12.206
33.736 11.594 0 36 "M" "H" 0 54 187 "Y" "E" 24 10.597
33.746 11.991 0 22 "M" "H" 0 28 60 "Y" "N" 24 11.314
33.756 12.035 0 26 "M" "H" 0 32 40 "Y" "N" 24 11.408
33.766 11.914 0 29 "F" "N" 0 44 133 "Y" "E" 24 11.002
33.776 12.351 0 51 "M" "H" 1 3 7 "Y" "N" 24 11.48
33.786 11.158 0 25 "F" "M" 0 49 168 "Y" "N" 24 10.309
33.796 11.399 0 34 "M" "N" 0 98 60 "Y" "N" 24 11.983
33.806 11.338 1 25 "M" "H" 1 48 72 "Y" "N" 24 12.766
33.816 11.804 0 30 "F" "H" 0 5 348 "Y" "N" 24 11.918
33.826 12.232 0 52 "F" "S" 1 6 158 "Y" "N" 24 12.899
33.836 12.262 0 29 "M" "M" 1 60 132 "Y" "N" 24 11.918
33.846 11.908 0 41 "M" "M" 1 24 110 "Y" "E" 24 12.206
33.856 12.028 1 50 "M" "H" 2 12 157 "Y" "N" 24 10.82
33.866 11.723 0 44 "M" "M" 1 12 193 "Y" "N" 24 11.917
33.876 11.91 1 30 "M" "H" 1 49 73 "N" "N" 24 12.88
33.886 11.884 0 48 "F" "H" 3 15 144 "Y" "N" 24 10.82
33.896 11.546 1 30 "M" "M" 1 46 48 "Y" "N" 24 10.309
33.906 11.688 0 26 "M" "N" 0 10 34 "Y" "N" 24 10.309
33.916 11.739 0 26 "M" "H" 1 24 120 "Y" "N" 24 10.086
33.926 12.2 0 27 "M" "N" 0 29 56 "N" "N" 24 11.156
33.936 11.473 0 43 "F" "H" 1 71 176 "Y" "N" 24 11.695
33.946 11.152 0 27 "F" "H" 1 9 156 "Y" "N" 24 10.82
33.956 12.019 1 37 "F" "H" 2 12 72 "Y" "N" 24 11.918
33.966 11.547 0 29 "M" "H" 0 15 157 "Y" "N" 24 12.014
33.976 11.663 0 46 "M" "M" 2 297 144 "Y" "N" 24 10.82
33.986 12.068 0 51 "F" "H" 2 156 252 "Y" "N" 24 10.127
33.996 11.57 0 34 "F" "N" 2 120 324 "Y" "N" 24 11.898
34.006 11.699 0 48 "M" "M" 1 10 192 "Y" "N" 24 10.82
38.463 9.616 0 45 "F" "H" 2 96 72 "N" "N" 24 9.616
34.016 12.255 0 24 "M" "H" 0 10 96 "Y" "N" 24 11.513
34.026 11.965 0 52 "F" "M" 2 120 36 "Y" "E" 24 10.99
34.036 11.972 1 21 "M" "N" 0 24 180 "Y" "N" 24 10.82
34.046 11.771 0 25 "M" "M" 0 6 65 "Y" "N" 24 11.513
34.056 11.473 0 58 "M" "H" 1 9 288 "Y" "N" 24 11.775
34.066 11.368 0 42 "F" "H" 1 55 28 "Y" "E" 24 11.513
34.076 11.752 1 24 "M" "M" 0 12 295 "Y" "N" 24 11.156
34.086 12.422 0 28 "F" "H" 0 8 24 "Y" "N" 24 11.513
34.096 11.891 0 29 "F" "H" 0 30 72 "Y" "N" 24 10.597
34.106 11.876 0 44 "F" "M" 1 8 1 "Y" "N" 24 11.513
34.116 11.929 1 36 "F" "M" 1 50 153 "N" "N" 24 10.597
34.126 11.716 0 40 "F" "H" 2 58 144 "Y" "N" 24 11.002
34.136 11.414 1 24 "M" "M" 0 8 84 "Y" "N" 24 12.525
34.146 12.639 1 23 "M" "H" 0 11 216 "Y" "N" 24 11.918
34.156 11.712 0 27 "M" "H" 1 6 72 "Y" "N" 24 10.714
34.166 11.752 0 52 "F" "M" 2 247 219 "Y" "N" 24 10.82
34.176 11.306 0 51 "F" "M" 2 6 372 "Y" "N" 24 10.82
34.186 11.772 0 29 "F" "M" 0 46 48 "Y" "N" 24 10.82
34.196 11.775 0 26 "F" "H" 0 21 288 "Y" "N" 24 12.612
34.206 11.775 0 25 "M" "N" 1 6 8 "N" "N" 24 12.612
34.216 11.318 0 27 "M" "H" 0 3 134 "N" "N" 24 10.597
34.226 12.392 0 26 "F" "N" 0 17 108 "Y" "N" 24 10.597
34.236 12.388 0 26 "M" "M" 2 30 48 "N" "N" 24 11.002
34.246 12.068 1 49 "F" "H" 0 68 276 "Y" "E" 24 11.513
34.256 11.534 0 49 "F" "M" 1 137 399 "Y" "N" 24 11.002
34.266 12.081 0 27 "F" "H" 1 7 44 "Y" "N" 24 11.775
34.276 11.795 1 28 "F" "M" 0 31 31 "Y" "N" 24 11.918
34.286 11.776 0 51 "F" "H" 2 270 102 "Y" "N" 24 10.597
34.296 12.283 1 45 "F" "H" 0 31 65 "Y" "N" 24 12.206
34.306 11.508 0 28 "M" "H" 0 9 336 "Y" "N" 24 11.513
34.316 11.726 0 49 "F" "H" 0 95 386 "Y" "N" 24 11.775
34.326 11.662 1 53 "F" "H" 1 143 176 "Y" "N" 24 12.147
34.336 11.89 0 48 "F" "H" 2 87 468 "Y" "N" 24 10.82
34.346 11.415 0 27 "M" "M" 1 36 24 "Y" "E" 24 12.206
34.356 11.678 0 34 "M" "H" 0 13 95 "Y" "N" 24 10.82
34.366 12.106 0 31 "F" "N" 1 17 160 "Y" "N" 24 11.342
34.376 12.034 1 42 "F" "M" 2 12 220 "Y" "E" 24 11.29
34.386 11.604 1 33 "F" "H" 1 38 142 "Y" "N" 24 11.513
34.396 12.067 0 29 "M" "N" 0 34 254 "Y" "N" 24 10.82
34.406 11.172 1 43 "M" "H" 4 33 120 "Y" "N" 24 12.206
34.416 11.802 0 44 "F" "M" 1 3 119 "Y" "N" 24 11.918
34.426 12.121 0 45 "M" "H" 1 54 59 "Y" "N" 24 10.82
34.436 11.711 0 23 "M" "M" 0 36 90 "Y" "N" 24 10.82
34.446 11.901 1 33 "M" "P" 0 15 18 "Y" "N" 24 12.388
34.456 11.436 0 51 "F" "H" 2 168 120 "Y" "N" 24 10.597
34.466 12.171 0 35 "F" "H" 2 25 12 "Y" "E" 24 10.309
34.476 11.364 0 31 "F" "M" 0 11 372 "Y" "N" 24 10.127
34.486 11.825 0 33 "M" "H" 1 24 48 "Y" "N" 24 11.918
34.496 11.848 0 24 "F" "M" 0 77 264 "Y" "N" 24 10.127
34.507 11.945 0 33 "F" "M" 1 7 312 "Y" "N" 24 12.464
34.517 11.682 0 26 "M" "H" 0 7 96 "Y" "N" 24 11.983
34.527 12.481 0 32 "F" "H" 0 8 61 "Y" "N" 24 11.513
34.537 11.505 0 35 "M" "M" 0 15 48 "Y" "N" 24 11.695
39.614 9.903 0 31 "M" "N" 1 11 90 "N" "N" 24 9.903
34.547 12.013 0 30 "F" "N" 0 53 131 "Y" "N" 24 12.612
38.964 9.999 0 47 "F" "M" 4 250 289 "Y" "N" 24 9.769
34.557 11.057 0 27 "F" "N" 1 5 113 "Y" "N" 24 11.002
34.567 11.942 0 40 "M" "H" 1 3 144 "Y" "N" 24 11.662
34.577 12.097 1 55 "M" "H" 2 32 180 "Y" "N" 24 11.918
34.587 11.621 0 32 "F" "H" 0 14 192 "Y" "N" 24 12.612
34.597 12.161 1 23 "M" "M" 0 27 276 "Y" "N" 24 10.82
34.607 12.051 0 48 "M" "H" 1 65 84 "Y" "N" 24 12.899
34.617 12.247 0 35 "M" "H" 1 8 15 "Y" "N" 24 11.918
34.627 11.704 0 53 "F" "M" 2 55 359 "Y" "N" 24 10.885
34.637 11.668 1 27 "M" "N" 1 53 12 "N" "N" 24 11.156
34.647 11.43 0 24 "F" "H" 0 8 269 "Y" "N" 24 12.301
34.657 11.867 0 53 "M" "H" 2 18 37 "Y" "N" 24 11.156
34.667 11.565 0 47 "F" "H" 1 36 108 "Y" "N" 24 11.513
34.677 12.176 0 51 "F" "M" 1 307 180 "Y" "N" 24 11.156
34.687 11.993 0 29 "F" "H" 0 90 49 "Y" "N" 24 11.156
34.697 12.631 1 27 "M" "H" 1 36 329 "Y" "N" 24 12.521
34.707 11.629 0 34 "F" "H" 0 5 156 "Y" "N" 24 11.513
34.717 12.334 1 57 "M" "S" 1 264 219 "Y" "N" 24 12.612
54.369 13.592 0 34 "F" "H" 0 83 6 "Y" "N" 24 13.592
34.727 11.823 0 51 "F" "M" 2 189 325 "Y" "E" 24 10.82
34.737 11.547 0 30 "M" "N" 1 42 40 "Y" "N" 24 11.983
34.747 12.159 1 45 "F" "M" 1 59 21 "Y" "N" 24 12.899
39.614 9.903 0 23 "M" "M" 1 28 70 "Y" "N" 24 9.903
34.757 11.559 0 46 "F" "H" 2 24 180 "Y" "N" 24 12.612
34.767 11.675 1 30 "M" "M" 0 156 168 "Y" "N" 24 11.156
34.777 11.774 0 53 "F" "M" 1 178 142 "Y" "N" 24 12.285
34.787 12.06 0 41 "M" "M" 1 6 120 "Y" "N" 24 11.002
34.797 11.7 0 21 "M" "N" 1 3 24 "Y" "N" 24 10.849
34.807 12.325 0 31 "M" "M" 1 72 186 "N" "N" 24 10.127
35.118 11.985 0 25 "F" "H" 0 38 300 "Y" "E" 24 8.78
34.817 11.645 0 38 "F" "M" 2 58 24 "Y" "N" 24 11.695
34.827 12.072 0 25 "M" "H" 0 41 114 "Y" "N" 24 12.372
34.837 12.052 0 27 "F" "H" 0 6 52 "Y" "N" 24 10.463
34.847 11.692 0 24 "M" "H" 0 59 240 "Y" "N" 24 11.513
34.857 11.886 1 52 "F" "H" 1 35 50 "Y" "N" 24 11.918
34.867 11.82 1 22 "M" "M" 0 3 264 "Y" "N" 24 10.597
34.877 12.307 1 32 "M" "H" 1 14 192 "Y" "N" 24 12.429
34.887 12.489 0 40 "M" "M" 2 180 480 "Y" "N" 24 10.404
34.897 11.712 1 46 "F" "M" 0 36 120 "Y" "N" 24 11.39
34.907 12.306 0 38 "F" "M" 1 60 145 "Y" "N" 24 10.269
34.917 12.007 0 39 "M" "M" 1 23 30 "Y" "N" 24 11.29
34.927 11.442 0 31 "M" "M" 2 22 156 "Y" "N" 24 11.513
34.937 11.807 0 25 "F" "H" 1 9 48 "Y" "N" 24 10.127
34.947 12.175 0 26 "M" "M" 0 20 96 "Y" "N" 24 11.513
34.957 12.083 0 55 "M" "M" 0 18 125 "N" "N" 24 10.82
34.967 11.309 0 22 "M" "N" 0 7 60 "Y" "N" 24 12.301
34.977 12.218 0 21 "M" "N" 0 28 120 "Y" "N" 24 10.309
34.987 12.243 1 21 "F" "N" 0 16 27 "Y" "N" 24 11.71
34.997 11.958 0 23 "M" "M" 0 27 72 "N" "N" 24 10.82
35.007 11.839 1 29 "M" "M" 1 50 7 "Y" "N" 24 12.899
35.017 12.646 0 57 "M" "H" 3 369 240 "N" "N" 24 11.29
35.027 12.03 0 46 "F" "H" 1 9 54 "Y" "E" 24 11.918
35.037 12.055 0 28 "F" "H" 1 110 120 "Y" "E" 24 11.513
35.047 11.725 0 42 "M" "M" 1 122 391 "Y" "N" 24 11.513
35.057 11.661 0 28 "M" "H" 0 35 6 "Y" "N" 24 11.513
35.067 11.61 0 53 "F" "H" 3 360 360 "Y" "N" 24 11.379
35.077 11.943 1 33 "M" "M" 1 90 156 "Y" "N" 24 11.35
35.087 12.48 0 46 "F" "N" 1 78 100 "Y" "N" 24 10.463
35.097 12.6 0 45 "F" "H" 2 36 540 "Y" "N" 24 11.918
35.107 12.547 0 50 "F" "S" 2 13 128 "N" "N" 24 11.401
35.117 12.468 0 22 "M" "N" 0 5 156 "Y" "N" 24 11.918
35.127 12.011 0 28 "F" "H" 2 126 6 "N" "E" 24 10.597
35.137 11.717 0 36 "M" "M" 1 11 84 "Y" "N" 24 10.309
35.147 11.988 0 31 "F" "H" 0 132 74 "Y" "E" 24 12.899
35.157 11.366 0 28 "F" "H" 0 12 139 "N" "N" 24 12.612
35.167 11.998 0 34 "M" "H" 1 30 50 "Y" "N" 24 10.597
35.177 12.592 1 36 "F" "S" 0 17 22 "Y" "N" 24 11.156
35.187 12.136 0 22 "M" "N" 0 24 266 "Y" "E" 24 11.775
35.197 12.428 1 28 "M" "N" 0 7 312 "Y" "E" 24 11.513
35.207 12.249 0 53 "F" "M" 1 26 96 "Y" "N" 24 12.543
35.217 11.871 0 39 "M" "H" 2 132 168 "Y" "N" 24 10.304
35.227 12.63 0 50 "F" "H" 2 21 288 "Y" "N" 24 12.578
35.237 12.086 0 52 "F" "M" 2 42 300 "Y" "N" 24 11.002
35.247 11.819 0 22 "F" "N" 0 7 72 "Y" "N" 24 10.688
35.257 12.136 0 21 "M" "M" 0 13 240 "Y" "N" 24 11.156
35.267 11.661 0 35 "M" "M" 2 180 192 "Y" "N" 24 11.513
35.277 12.378 0 36 "M" "H" 2 24 228 "Y" "N" 24 11.695
35.287 12.272 1 25 "M" "M" 0 19 173 "Y" "N" 24 11.082
35.297 12.018 1 22 "F" "H" 0 3 216 "Y" "N" 24 11.002
35.307 11.98 0 22 "M" "N" 0 7 270 "Y" "N" 24 11.513
35.317 12.41 0 50 "M" "M" 0 227 218 "Y" "E" 24 10.82
56.884 14.221 0 52 "F" "H" 2 14 162 "Y" "E" 24 13.592
35.327 11.813 0 34 "F" "H" 2 13 372 "Y" "E" 24 12.612
35.337 11.839 0 45 "F" "M" 2 32 84 "Y" "N" 24 12.612
35.347 12.264 0 21 "M" "N" 0 8 72 "Y" "N" 24 12.741
35.357 12.004 1 23 "M" "M" 0 10 120 "Y" "N" 24 12.429
35.367 12.419 1 41 "F" "H" 3 12 66 "Y" "N" 24 11.918
35.377 12.085 0 22 "M" "M" 0 12 264 "Y" "N" 24 11.918
35.387 12.505 0 32 "F" "M" 0 7 60 "Y" "N" 24 12.612
35.397 12.298 0 31 "M" "N" 0 12 192 "Y" "N" 24 12.612
35.407 11.478 0 40 "M" "H" 1 47 183 "Y" "N" 24 11.513
35.417 11.754 0 28 "F" "N" 1 7 240 "Y" "N" 24 11.002
53.111 13.305 0 31 "M" "H" 0 34 72 "Y" "N" 24 13.278
35.427 12.542 1 30 "F" "H" 0 5 364 "Y" "N" 24 11.849
35.437 12.367 1 28 "M" "M" 1 13 96 "Y" "N" 24 11.695
35.447 11.872 0 42 "F" "M" 1 266 48 "Y" "N" 24 10.309
35.457 11.761 0 23 "F" "H" 1 4 60 "Y" "N" 24 11.513
35.467 12.477 0 24 "F" "H" 0 52 48 "Y" "N" 24 12.206
35.477 11.926 0 58 "M" "M" 3 5 228 "Y" "N" 24 11.001
46.052 13.816 0 26 "F" "N" 0 25 36 "Y" "N" 24 11.996
35.487 12.712 0 27 "F" "M" 0 29 132 "Y" "N" 24 11.918
35.497 12.706 0 22 "M" "H" 0 8 82 "Y" "N" 24 11.519
35.508 11.74 0 32 "M" "M" 0 40 186 "Y" "N" 24 11.918
35.518 11.926 1 31 "M" "M" 0 17 182 "Y" "N" 24 11.918
35.528 11.807 0 45 "F" "H" 2 116 159 "Y" "E" 24 11.918
35.538 12.385 1 21 "M" "M" 0 7 240 "Y" "N" 24 11.082
35.548 11.8 1 24 "F" "H" 0 14 12 "Y" "N" 24 12.206
35.558 11.579 0 44 "M" "H" 2 30 106 "Y" "E" 24 12.172
35.568 12.798 1 42 "F" "H" 1 27 14 "Y" "N" 24 10.82
35.578 12.496 0 35 "F" "N" 1 87 24 "Y" "N" 24 11.408
35.588 12.442 1 34 "M" "M" 1 40 204 "Y" "N" 24 12.203
35.598 12 0 39 "F" "H" 2 37 62 "Y" "N" 24 11.518
35.608 12.199 0 33 "F" "H" 0 160 156 "Y" "N" 24 10.82
35.618 12.39 0 25 "M" "H" 0 13 3 "Y" "N" 24 11.225
35.628 11.823 0 23 "F" "H" 0 10 23 "N" "N" 24 12.206
35.638 12.172 0 36 "F" "H" 1 23 28 "Y" "E" 24 10.597
35.648 12.265 0 52 "F" "H" 2 127 41 "Y" "E" 24 11.513
35.658 12.722 0 35 "F" "H" 1 7 7 "Y" "N" 24 11.513
35.668 12.41 1 41 "M" "N" 2 5 96 "Y" "N" 24 11.918
35.678 12.604 0 40 "M" "M" 1 112 84 "Y" "N" 24 11.513
35.688 12.264 0 48 "M" "M" 1 10 120 "N" "N" 24 10.597
35.698 11.891 1 44 "F" "H" 2 156 228 "Y" "N" 24 10.82
35.708 12.125 1 27 "M" "M" 0 16 96 "Y" "N" 24 12.206
35.718 11.73 0 46 "M" "M" 3 53 153 "Y" "N" 24 12.899
35.728 12.511 0 43 "F" "N" 2 90 325 "Y" "N" 24 10.597
35.738 12.659 0 43 "M" "H" 1 207 207 "N" "N" 24 11.002
35.748 12.218 0 53 "F" "H" 0 13 36 "Y" "N" 24 12.701
35.758 11.945 0 44 "M" "M" 2 6 94 "Y" "N" 24 10.82
35.768 12.568 0 27 "F" "H" 0 42 4 "Y" "N" 24 11.002
35.778 12.286 1 36 "M" "M" 2 25 27 "N" "N" 24 11.156
35.788 12.131 1 27 "F" "M" 1 46 100 "Y" "N" 24 10.82
35.798 12.587 1 33 "M" "M" 1 156 96 "N" "N" 24 10.714
35.808 12.024 0 25 "F" "H" 0 36 184 "Y" "N" 24 11.002
